Time [s], HR, PULSE, RESP, SpO2
397,89.0,89.0,15.0,93.0
398,89.0,89.0,15.0,93.0
399,89.0,89.0,16.0,93.0
400,89.0,89.0,16.0,93.0
401,91.0,89.0,16.0,93.0
402,89.0,89.0,16.0,93.0
403,89.0,89.0,16.0,93.0
404,89.0,89.0,16.0,93.0
405,89.0,89.0,16.0,93.0
406,89.0,89.0,16.0,93.0
407,89.0,89.0,16.0,93.0
408,89.0,89.0,16.0,93.0
409,89.0,89.0,16.0,93.0
410,87.0,89.0,16.0,93.0
411,89.0,89.0,16.0,93.0
412,89.0,89.0,16.0,93.0
413,89.0,89.0,16.0,93.0
414,88.0,89.0,17.0,93.0
415,88.0,89.0,17.0,93.0
416,90.0,89.0,17.0,93.0
417,88.0,89.0,17.0,93.0
418,89.0,89.0,17.0,93.0
419,88.0,89.0,17.0,93.0
420,88.0,88.0,17.0,93.0
421,88.0,88.0,17.0,93.0
422,88.0,88.0,17.0,93.0
423,89.0,88.0,17.0,93.0
424,90.0,88.0,17.0,93.0
425,90.0,88.0,17.0,93.0
426,90.0,88.0,16.0,93.0
427,91.0,88.0,16.0,93.0
428,91.0,88.0,16.0,93.0
429,91.0,89.0,16.0,93.0
430,90.0,89.0,16.0,93.0
431,90.0,90.0,16.0,93.0
432,89.0,90.0,16.0,93.0
433,89.0,90.0,16.0,93.0
434,89.0,90.0,16.0,93.0
435,88.0,90.0,16.0,93.0
436,88.0,90.0,16.0,93.0
437,87.0,90.0,16.0,93.0
438,87.0,89.0,16.0,94.0
439,87.0,89.0,16.0,94.0
440,87.0,89.0,16.0,93.0
441,86.0,88.0,16.0,93.0
442,86.0,88.0,16.0,93.0
443,86.0,88.0,16.0,93.0
444,86.0,87.0,16.0,93.0
445,86.0,87.0,16.0,93.0
446,86.0,87.0,16.0,93.0
447,86.0,87.0,16.0,93.0
448,86.0,87.0,16.0,93.0
449,86.0,86.0,16.0,93.0
450,85.0,86.0,16.0,93.0
451,85.0,86.0,16.0,93.0
452,85.0,86.0,16.0,93.0
453,85.0,86.0,16.0,93.0
454,84.0,86.0,16.0,93.0
455,84.0,86.0,16.0,93.0
456,84.0,85.0,16.0,93.0
457,84.0,85.0,16.0,93.0
458,84.0,85.0,16.0,93.0
459,83.0,84.0,16.0,93.0
460,83.0,84.0,16.0,93.0
461,83.0,84.0,16.0,93.0
462,83.0,84.0,16.0,93.0
463,83.0,84.0,16.0,93.0
464,83.0,84.0,16.0,93.0
465,83.0,83.0,16.0,93.0
466,83.0,83.0,16.0,93.0
467,83.0,83.0,16.0,93.0
468,84.0,83.0,16.0,93.0
469,84.0,83.0,16.0,93.0
470,84.0,83.0,16.0,93.0
471,84.0,83.0,16.0,93.0
472,85.0,83.0,16.0,94.0
473,85.0,83.0,16.0,94.0
474,85.0,83.0,16.0,94.0
475,85.0,84.0,16.0,94.0
476,84.0,84.0,16.0,94.0
477,84.0,84.0,16.0,94.0
478,84.0,84.0,16.0,94.0
479,84.0,85.0,16.0,94.0
480,84.0,85.0,16.0,94.0
0,98.0,98.0,10.0,99.0
1,98.0,98.0,10.0,99.0
2,98.0,97.0,10.0,99.0
3,98.0,97.0,10.0,99.0
4,98.0,97.0,10.0,99.0
5,98.0,97.0,10.0,99.0
6,98.0,97.0,10.0,99.0
7,98.0,97.0,10.0,99.0
8,98.0,97.0,10.0,100.0
9,98.0,97.0,10.0,100.0
10,98.0,97.0,10.0,100.0
11,98.0,97.0,10.0,100.0
12,98.0,97.0,10.0,100.0
13,98.0,97.0,10.0,100.0
14,98.0,97.0,10.0,100.0
15,98.0,97.0,11.0,100.0
16,98.0,97.0,11.0,99.0
17,98.0,98.0,11.0,99.0
18,98.0,98.0,11.0,99.0
19,98.0,98.0,11.0,99.0
20,99.0,98.0,11.0,99.0
21,99.0,98.0,11.0,99.0
22,99.0,97.0,10.0,99.0
23,99.0,98.0,10.0,99.0
24,98.0,98.0,10.0,99.0
25,98.0,98.0,10.0,99.0
26,98.0,98.0,12.0,99.0
27,98.0,98.0,12.0,99.0
28,98.0,98.0,12.0,99.0
29,98.0,98.0,12.0,99.0
30,98.0,98.0,12.0,99.0
31,98.0,97.0,12.0,99.0
32,98.0,97.0,12.0,99.0
33,98.0,97.0,12.0,99.0
34,97.0,97.0,12.0,99.0
35,97.0,97.0,12.0,99.0
36,97.0,98.0,12.0,99.0
37,97.0,98.0,12.0,99.0
38,97.0,98.0,12.0,100.0
39,97.0,97.0,12.0,100.0
40,98.0,97.0,12.0,100.0
41,98.0,97.0,12.0,100.0
42,98.0,97.0,12.0,100.0
43,98.0,97.0,12.0,99.0
44,98.0,97.0,12.0,99.0
45,98.0,97.0,12.0,99.0
46,98.0,97.0,12.0,99.0
47,98.0,97.0,12.0,99.0
48,98.0,97.0,12.0,99.0
49,98.0,97.0,12.0,99.0
50,99.0,98.0,12.0,99.0
51,99.0,98.0,12.0,99.0
52,99.0,98.0,12.0,99.0
53,99.0,98.0,12.0,100.0
54,99.0,98.0,11.0,100.0
55,99.0,98.0,11.0,100.0
56,98.0,98.0,11.0,100.0
57,98.0,98.0,11.0,100.0
58,98.0,98.0,11.0,100.0
59,98.0,98.0,11.0,100.0
60,98.0,98.0,11.0,100.0
61,98.0,98.0,11.0,100.0
62,98.0,98.0,10.0,100.0
63,98.0,98.0,10.0,100.0
64,97.0,98.0,10.0,100.0
65,97.0,98.0,11.0,100.0
66,97.0,98.0,11.0,100.0
67,97.0,98.0,11.0,100.0
68,98.0,98.0,11.0,100.0
69,98.0,97.0,11.0,100.0
70,98.0,97.0,11.0,100.0
71,98.0,97.0,11.0,100.0
72,98.0,97.0,10.0,100.0
73,98.0,97.0,10.0,100.0
74,98.0,97.0,10.0,100.0
75,98.0,97.0,10.0,100.0
76,98.0,97.0,10.0,100.0
77,98.0,98.0,11.0,100.0
78,98.0,98.0,11.0,100.0
79,98.0,98.0,11.0,100.0
80,98.0,98.0,11.0,100.0
81,99.0,98.0,11.0,100.0
82,99.0,98.0,10.0,100.0
83,99.0,97.0,10.0,99.0
84,99.0,98.0,10.0,99.0
85,99.0,98.0,10.0,99.0
86,98.0,98.0,11.0,99.0
87,98.0,98.0,11.0,99.0
88,98.0,98.0,11.0,99.0
89,98.0,98.0,11.0,99.0
90,98.0,99.0,11.0,99.0
91,98.0,99.0,11.0,99.0
92,97.0,98.0,10.0,100.0
93,97.0,98.0,10.0,100.0
94,97.0,98.0,10.0,100.0
95,97.0,98.0,10.0,100.0
96,97.0,98.0,12.0,100.0
97,97.0,97.0,12.0,100.0
98,97.0,97.0,12.0,100.0
99,97.0,97.0,12.0,100.0
100,97.0,97.0,12.0,100.0
101,97.0,97.0,12.0,100.0
102,97.0,97.0,12.0,100.0
103,97.0,97.0,12.0,100.0
104,97.0,97.0,12.0,100.0
105,98.0,97.0,12.0,100.0
106,98.0,97.0,12.0,100.0
107,98.0,97.0,12.0,100.0
108,98.0,97.0,12.0,100.0
109,98.0,97.0,12.0,100.0
110,98.0,97.0,11.0,100.0
111,98.0,97.0,11.0,100.0
112,98.0,97.0,11.0,100.0
113,97.0,97.0,12.0,100.0
114,98.0,98.0,12.0,100.0
115,98.0,98.0,12.0,100.0
116,98.0,98.0,12.0,100.0
117,98.0,97.0,12.0,100.0
118,98.0,97.0,12.0,100.0
119,98.0,97.0,12.0,100.0
120,98.0,97.0,11.0,100.0
121,98.0,97.0,11.0,100.0
122,98.0,97.0,11.0,100.0
123,99.0,97.0,11.0,100.0
124,99.0,97.0,12.0,100.0
125,99.0,97.0,12.0,100.0
126,99.0,97.0,12.0,99.0
127,99.0,97.0,12.0,99.0
128,99.0,97.0,12.0,99.0
129,99.0,97.0,12.0,99.0
130,98.0,97.0,12.0,99.0
131,98.0,97.0,11.0,99.0
132,98.0,97.0,10.0,99.0
133,98.0,97.0,10.0,99.0
134,98.0,97.0,10.0,99.0
135,98.0,97.0,10.0,98.0
136,98.0,97.0,10.0,98.0
137,97.0,97.0,10.0,97.0
138,97.0,97.0,10.0,96.0
139,97.0,,10.0,
140,97.0,,10.0,
141,97.0,,10.0,
142,96.0,,10.0,
143,96.0,,10.0,
144,96.0,,10.0,
145,97.0,98.0,10.0,97.0
146,97.0,98.0,10.0,98.0
147,97.0,98.0,10.0,98.0
148,98.0,98.0,10.0,99.0
149,98.0,97.0,10.0,99.0
150,98.0,97.0,10.0,99.0
151,98.0,97.0,10.0,99.0
152,98.0,97.0,10.0,99.0
153,98.0,97.0,10.0,99.0
154,98.0,97.0,11.0,99.0
155,98.0,97.0,11.0,99.0
156,98.0,98.0,11.0,99.0
157,98.0,98.0,11.0,99.0
158,98.0,98.0,11.0,99.0
159,98.0,98.0,11.0,99.0
160,98.0,98.0,11.0,99.0
161,98.0,98.0,10.0,99.0
162,98.0,98.0,9.0,99.0
163,99.0,98.0,8.0,99.0
164,99.0,98.0,7.0,99.0
165,99.0,98.0,6.0,99.0
166,98.0,98.0,5.0,99.0
167,98.0,98.0,4.0,99.0
168,98.0,98.0,3.0,99.0
169,98.0,98.0,9.0,99.0
170,98.0,98.0,9.0,99.0
171,98.0,98.0,9.0,99.0
172,97.0,98.0,9.0,100.0
173,97.0,98.0,9.0,100.0
174,97.0,98.0,9.0,100.0
175,97.0,98.0,9.0,100.0
176,98.0,98.0,9.0,100.0
177,98.0,98.0,9.0,100.0
178,98.0,98.0,9.0,100.0
179,98.0,97.0,9.0,99.0
180,98.0,97.0,9.0,99.0
181,99.0,97.0,9.0,99.0
182,99.0,97.0,9.0,99.0
183,98.0,97.0,9.0,99.0
184,98.0,97.0,9.0,99.0
185,98.0,97.0,9.0,99.0
186,98.0,97.0,9.0,99.0
187,98.0,98.0,9.0,99.0
188,97.0,98.0,10.0,99.0
189,98.0,98.0,10.0,99.0
190,98.0,98.0,10.0,99.0
191,98.0,98.0,10.0,99.0
192,98.0,98.0,10.0,99.0
193,98.0,97.0,10.0,99.0
194,98.0,97.0,10.0,98.0
195,98.0,97.0,10.0,98.0
196,99.0,97.0,10.0,98.0
197,99.0,97.0,10.0,99.0
198,99.0,97.0,10.0,99.0
199,99.0,98.0,10.0,99.0
200,99.0,98.0,10.0,99.0
201,99.0,98.0,10.0,99.0
202,99.0,98.0,10.0,99.0
203,99.0,98.0,9.0,99.0
204,99.0,98.0,9.0,99.0
205,99.0,98.0,9.0,99.0
206,98.0,99.0,9.0,99.0
207,98.0,99.0,9.0,99.0
208,98.0,99.0,9.0,99.0
209,98.0,99.0,9.0,99.0
210,98.0,99.0,9.0,99.0
211,98.0,99.0,9.0,99.0
212,98.0,98.0,9.0,99.0
213,98.0,98.0,11.0,99.0
214,98.0,98.0,11.0,99.0
215,98.0,98.0,11.0,99.0
216,98.0,98.0,11.0,99.0
217,98.0,98.0,11.0,99.0
218,98.0,98.0,11.0,99.0
219,98.0,98.0,11.0,99.0
220,98.0,98.0,11.0,99.0
221,98.0,98.0,11.0,99.0
222,98.0,98.0,11.0,99.0
223,98.0,98.0,11.0,99.0
224,98.0,98.0,11.0,99.0
225,98.0,98.0,11.0,99.0
226,98.0,98.0,11.0,99.0
227,98.0,98.0,11.0,99.0
228,98.0,98.0,11.0,99.0
229,97.0,98.0,11.0,100.0
230,97.0,97.0,11.0,100.0
231,98.0,97.0,11.0,100.0
232,98.0,97.0,11.0,100.0
233,99.0,97.0,10.0,100.0
234,99.0,97.0,10.0,100.0
235,100.0,97.0,10.0,100.0
236,100.0,97.0,10.0,100.0
237,101.0,97.0,10.0,99.0
238,101.0,97.0,10.0,99.0
239,101.0,98.0,10.0,99.0
240,100.0,98.0,10.0,99.0
241,100.0,99.0,10.0,99.0
242,100.0,100.0,9.0,99.0
243,99.0,100.0,9.0,99.0
244,99.0,101.0,9.0,99.0
245,99.0,101.0,10.0,99.0
246,98.0,101.0,10.0,99.0
247,98.0,101.0,10.0,99.0
248,98.0,101.0,10.0,99.0
249,98.0,100.0,10.0,99.0
250,98.0,100.0,10.0,99.0
251,98.0,99.0,10.0,99.0
252,98.0,99.0,10.0,99.0
253,98.0,98.0,10.0,99.0
254,97.0,98.0,10.0,99.0
255,97.0,98.0,10.0,99.0
256,97.0,98.0,10.0,99.0
257,97.0,98.0,10.0,99.0
258,97.0,98.0,10.0,99.0
259,97.0,97.0,10.0,99.0
260,97.0,97.0,10.0,99.0
261,98.0,97.0,10.0,99.0
262,98.0,97.0,10.0,99.0
263,99.0,97.0,10.0,99.0
264,99.0,97.0,10.0,99.0
265,99.0,97.0,11.0,99.0
266,100.0,97.0,11.0,99.0
267,100.0,97.0,11.0,99.0
268,101.0,97.0,11.0,99.0
269,101.0,98.0,11.0,99.0
270,101.0,98.0,11.0,99.0
271,101.0,98.0,11.0,99.0
272,101.0,99.0,11.0,99.0
273,100.0,99.0,12.0,99.0
274,100.0,100.0,12.0,99.0
275,100.0,101.0,12.0,99.0
276,100.0,101.0,12.0,99.0
277,100.0,101.0,12.0,99.0
278,100.0,101.0,13.0,99.0
279,100.0,101.0,13.0,99.0
280,100.0,100.0,13.0,99.0
281,99.0,100.0,14.0,99.0
282,99.0,100.0,14.0,99.0
283,99.0,100.0,14.0,99.0
284,98.0,100.0,14.0,99.0
285,98.0,100.0,14.0,99.0
286,98.0,99.0,14.0,99.0
287,98.0,99.0,14.0,100.0
288,97.0,99.0,14.0,100.0
289,97.0,99.0,14.0,100.0
290,98.0,98.0,14.0,100.0
291,98.0,98.0,14.0,100.0
292,98.0,98.0,14.0,100.0
293,98.0,98.0,14.0,100.0
294,98.0,97.0,14.0,100.0
295,98.0,97.0,14.0,100.0
296,98.0,97.0,14.0,100.0
297,98.0,97.0,14.0,100.0
298,98.0,97.0,13.0,100.0
299,98.0,97.0,13.0,100.0
300,98.0,98.0,13.0,100.0
301,97.0,98.0,13.0,100.0
302,98.0,98.0,12.0,100.0
303,97.0,98.0,12.0,100.0
304,97.0,98.0,12.0,100.0
305,97.0,98.0,12.0,100.0
306,98.0,97.0,12.0,99.0
307,98.0,97.0,12.0,99.0
308,98.0,97.0,12.0,99.0
309,98.0,97.0,12.0,99.0
310,98.0,97.0,12.0,100.0
311,98.0,97.0,12.0,100.0
312,98.0,97.0,11.0,100.0
313,98.0,97.0,11.0,100.0
314,98.0,97.0,11.0,100.0
315,98.0,97.0,11.0,100.0
316,98.0,97.0,11.0,100.0
317,98.0,98.0,11.0,100.0
318,98.0,98.0,12.0,100.0
319,98.0,98.0,12.0,100.0
320,98.0,98.0,12.0,100.0
321,98.0,98.0,12.0,100.0
322,98.0,98.0,12.0,100.0
323,99.0,98.0,11.0,100.0
324,99.0,98.0,10.0,100.0
325,99.0,97.0,11.0,100.0
326,99.0,98.0,11.0,100.0
327,99.0,98.0,11.0,100.0
328,99.0,98.0,12.0,100.0
329,99.0,98.0,12.0,99.0
330,99.0,98.0,12.0,99.0
331,99.0,98.0,12.0,99.0
332,99.0,99.0,12.0,99.0
333,99.0,99.0,12.0,99.0
334,99.0,99.0,11.0,99.0
335,99.0,99.0,11.0,99.0
336,99.0,99.0,11.0,99.0
337,99.0,99.0,11.0,99.0
338,98.0,99.0,12.0,99.0
339,98.0,99.0,12.0,99.0
340,98.0,98.0,12.0,99.0
341,98.0,98.0,13.0,99.0
342,98.0,98.0,13.0,99.0
343,98.0,98.0,13.0,99.0
344,98.0,98.0,15.0,99.0
345,98.0,98.0,15.0,99.0
346,98.0,98.0,15.0,99.0
347,98.0,98.0,15.0,99.0
348,98.0,98.0,15.0,99.0
349,98.0,98.0,15.0,99.0
350,98.0,98.0,15.0,99.0
351,98.0,97.0,15.0,99.0
352,98.0,97.0,15.0,99.0
353,98.0,97.0,15.0,99.0
354,98.0,97.0,15.0,99.0
355,98.0,97.0,13.0,99.0
356,98.0,97.0,13.0,99.0
357,98.0,97.0,13.0,100.0
358,98.0,98.0,15.0,100.0
359,98.0,98.0,15.0,100.0
360,98.0,98.0,15.0,100.0
361,98.0,98.0,15.0,100.0
362,99.0,98.0,15.0,100.0
363,99.0,98.0,14.0,100.0
364,99.0,98.0,14.0,100.0
365,99.0,98.0,14.0,100.0
366,99.0,98.0,14.0,100.0
367,99.0,98.0,14.0,100.0
368,99.0,98.0,14.0,100.0
369,98.0,98.0,14.0,100.0
370,98.0,98.0,14.0,99.0
371,97.0,99.0,14.0,99.0
372,97.0,99.0,14.0,99.0
373,97.0,99.0,14.0,99.0
374,96.0,98.0,14.0,99.0
375,96.0,98.0,14.0,99.0
376,96.0,98.0,14.0,100.0
377,96.0,98.0,12.0,100.0
378,97.0,97.0,12.0,100.0
379,97.0,97.0,12.0,100.0
380,97.0,97.0,12.0,100.0
381,97.0,96.0,12.0,100.0
382,97.0,96.0,12.0,100.0
383,97.0,96.0,12.0,100.0
384,97.0,96.0,12.0,100.0
385,97.0,96.0,12.0,100.0
386,97.0,96.0,11.0,100.0
387,97.0,96.0,11.0,100.0
388,97.0,96.0,11.0,100.0
389,97.0,97.0,11.0,100.0
390,97.0,97.0,11.0,100.0
391,97.0,97.0,11.0,100.0
392,98.0,97.0,11.0,100.0
393,98.0,97.0,11.0,100.0
394,98.0,97.0,11.0,100.0
395,98.0,97.0,12.0,100.0
396,98.0,97.0,12.0,100.0
397,98.0,97.0,12.0,100.0
398,98.0,97.0,12.0,99.0
399,97.0,97.0,12.0,99.0
400,97.0,97.0,12.0,99.0
401,97.0,97.0,13.0,99.0
402,97.0,97.0,13.0,99.0
403,97.0,97.0,13.0,99.0
404,97.0,97.0,13.0,99.0
405,98.0,97.0,13.0,99.0
406,98.0,97.0,13.0,99.0
407,98.0,97.0,13.0,99.0
408,98.0,97.0,13.0,99.0
409,99.0,97.0,15.0,99.0
410,99.0,97.0,15.0,100.0
411,99.0,97.0,15.0,100.0
412,99.0,97.0,15.0,100.0
413,99.0,97.0,15.0,100.0
414,99.0,98.0,15.0,99.0
415,99.0,98.0,14.0,99.0
416,99.0,98.0,14.0,99.0
417,99.0,98.0,14.0,99.0
418,99.0,99.0,15.0,99.0
419,99.0,99.0,15.0,99.0
420,99.0,99.0,15.0,99.0
421,99.0,99.0,15.0,99.0
422,99.0,99.0,15.0,99.0
423,99.0,99.0,15.0,99.0
424,99.0,99.0,15.0,99.0
425,99.0,99.0,14.0,99.0
426,99.0,99.0,14.0,99.0
427,99.0,99.0,14.0,100.0
428,99.0,99.0,14.0,100.0
429,99.0,99.0,14.0,100.0
430,98.0,99.0,14.0,100.0
431,98.0,99.0,14.0,100.0
432,98.0,99.0,14.0,100.0
433,98.0,99.0,14.0,100.0
434,98.0,99.0,14.0,100.0
435,98.0,99.0,14.0,100.0
436,98.0,98.0,14.0,100.0
437,98.0,98.0,14.0,100.0
438,98.0,98.0,12.0,100.0
439,98.0,98.0,12.0,100.0
440,99.0,98.0,12.0,99.0
441,99.0,98.0,12.0,99.0
442,99.0,98.0,12.0,99.0
443,99.0,98.0,12.0,99.0
444,99.0,98.0,12.0,99.0
445,99.0,98.0,12.0,99.0
446,99.0,98.0,12.0,99.0
447,99.0,98.0,12.0,99.0
448,99.0,98.0,12.0,99.0
449,99.0,98.0,12.0,99.0
450,99.0,99.0,12.0,99.0
451,99.0,99.0,12.0,99.0
452,99.0,99.0,12.0,99.0
453,99.0,99.0,12.0,99.0
454,99.0,99.0,12.0,99.0
455,99.0,99.0,12.0,100.0
456,98.0,99.0,12.0,100.0
457,99.0,99.0,12.0,99.0
458,99.0,99.0,12.0,99.0
459,99.0,99.0,12.0,99.0
460,99.0,98.0,12.0,99.0
461,99.0,98.0,11.0,99.0
462,99.0,98.0,11.0,99.0
463,99.0,98.0,11.0,99.0
464,99.0,98.0,11.0,99.0
465,99.0,98.0,11.0,99.0
466,99.0,98.0,11.0,99.0
467,99.0,98.0,11.0,99.0
468,99.0,98.0,11.0,99.0
469,99.0,98.0,11.0,99.0
470,99.0,99.0,11.0,99.0
471,100.0,99.0,11.0,100.0
472,100.0,99.0,11.0,100.0
473,100.0,99.0,11.0,100.0
474,100.0,99.0,11.0,100.0
475,100.0,99.0,11.0,100.0
476,99.0,99.0,10.0,100.0
477,99.0,99.0,10.0,100.0
478,99.0,99.0,10.0,100.0
479,99.0,99.0,10.0,100.0
480,99.0,100.0,10.0,100.0
0,90.0,90.0,20.0,95.0
1,90.0,90.0,20.0,95.0
2,90.0,90.0,20.0,95.0
3,90.0,89.0,20.0,95.0
4,90.0,89.0,20.0,95.0
5,90.0,89.0,20.0,95.0
6,90.0,89.0,20.0,95.0
7,90.0,89.0,20.0,95.0
8,90.0,90.0,20.0,95.0
9,90.0,90.0,20.0,95.0
10,90.0,90.0,20.0,95.0
11,90.0,90.0,20.0,95.0
12,90.0,90.0,20.0,95.0
13,90.0,90.0,20.0,95.0
14,90.0,90.0,20.0,95.0
15,90.0,90.0,20.0,95.0
16,90.0,90.0,20.0,95.0
17,90.0,90.0,20.0,95.0
18,90.0,90.0,20.0,95.0
19,90.0,90.0,20.0,95.0
20,90.0,90.0,20.0,95.0
21,90.0,90.0,20.0,95.0
22,90.0,90.0,20.0,95.0
23,90.0,90.0,20.0,95.0
24,90.0,90.0,20.0,95.0
25,90.0,90.0,20.0,95.0
26,90.0,90.0,20.0,95.0
27,90.0,90.0,20.0,95.0
28,90.0,90.0,20.0,95.0
29,90.0,90.0,20.0,95.0
30,90.0,90.0,20.0,95.0
31,90.0,90.0,20.0,95.0
32,90.0,90.0,20.0,95.0
33,90.0,90.0,20.0,95.0
34,90.0,90.0,20.0,95.0
35,90.0,90.0,20.0,95.0
36,90.0,90.0,20.0,95.0
37,90.0,90.0,20.0,95.0
38,91.0,90.0,20.0,95.0
39,91.0,90.0,20.0,95.0
40,91.0,90.0,20.0,95.0
41,91.0,90.0,20.0,95.0
42,90.0,90.0,20.0,95.0
43,90.0,90.0,20.0,95.0
44,90.0,90.0,20.0,95.0
45,90.0,90.0,20.0,95.0
46,90.0,90.0,20.0,95.0
47,90.0,90.0,20.0,95.0
48,90.0,90.0,20.0,95.0
49,90.0,90.0,20.0,95.0
50,90.0,90.0,20.0,95.0
51,90.0,90.0,20.0,95.0
52,90.0,90.0,20.0,95.0
53,90.0,90.0,20.0,95.0
54,90.0,90.0,20.0,95.0
55,90.0,90.0,20.0,95.0
56,90.0,90.0,20.0,95.0
57,90.0,90.0,20.0,95.0
58,90.0,90.0,20.0,95.0
59,90.0,90.0,20.0,95.0
60,90.0,90.0,20.0,95.0
61,90.0,90.0,20.0,95.0
62,90.0,90.0,20.0,95.0
63,90.0,90.0,20.0,95.0
64,90.0,90.0,20.0,95.0
65,90.0,90.0,20.0,95.0
66,90.0,90.0,20.0,95.0
67,90.0,90.0,20.0,95.0
68,90.0,90.0,20.0,95.0
69,90.0,90.0,20.0,95.0
70,90.0,90.0,20.0,95.0
71,90.0,90.0,20.0,95.0
72,90.0,90.0,20.0,95.0
73,90.0,90.0,20.0,95.0
74,90.0,90.0,20.0,95.0
75,90.0,90.0,20.0,95.0
76,90.0,90.0,20.0,95.0
77,90.0,90.0,20.0,95.0
78,90.0,90.0,20.0,95.0
79,90.0,90.0,20.0,95.0
80,90.0,90.0,20.0,95.0
81,90.0,90.0,20.0,95.0
82,90.0,90.0,20.0,95.0
83,90.0,90.0,20.0,95.0
84,90.0,90.0,20.0,95.0
85,90.0,90.0,20.0,95.0
86,90.0,90.0,20.0,95.0
87,90.0,90.0,20.0,95.0
88,90.0,90.0,20.0,95.0
89,90.0,90.0,20.0,95.0
90,90.0,90.0,20.0,95.0
91,90.0,90.0,20.0,95.0
92,90.0,90.0,20.0,95.0
93,90.0,89.0,20.0,95.0
94,90.0,89.0,20.0,95.0
95,90.0,89.0,20.0,95.0
96,90.0,89.0,20.0,95.0
97,90.0,89.0,20.0,95.0
98,90.0,89.0,20.0,95.0
99,90.0,89.0,20.0,95.0
100,90.0,89.0,20.0,95.0
101,90.0,89.0,20.0,95.0
102,90.0,89.0,20.0,95.0
103,90.0,89.0,20.0,95.0
104,90.0,89.0,20.0,95.0
105,90.0,89.0,20.0,95.0
106,90.0,89.0,20.0,95.0
107,90.0,90.0,20.0,95.0
108,90.0,90.0,20.0,95.0
109,90.0,90.0,20.0,95.0
110,90.0,90.0,20.0,95.0
111,90.0,90.0,20.0,95.0
112,90.0,90.0,20.0,95.0
113,90.0,90.0,20.0,95.0
114,90.0,90.0,20.0,95.0
115,90.0,89.0,20.0,95.0
116,90.0,89.0,20.0,95.0
117,90.0,89.0,20.0,95.0
118,90.0,89.0,20.0,95.0
119,90.0,89.0,20.0,95.0
120,90.0,89.0,20.0,95.0
121,90.0,89.0,20.0,95.0
122,90.0,89.0,20.0,95.0
123,90.0,89.0,20.0,95.0
124,90.0,89.0,20.0,95.0
125,90.0,89.0,20.0,95.0
126,90.0,89.0,20.0,95.0
127,90.0,89.0,20.0,95.0
128,90.0,89.0,20.0,95.0
129,90.0,89.0,20.0,95.0
130,90.0,89.0,20.0,95.0
131,90.0,89.0,20.0,95.0
132,90.0,90.0,20.0,95.0
133,90.0,90.0,20.0,95.0
134,90.0,90.0,20.0,95.0
135,90.0,90.0,20.0,95.0
136,90.0,90.0,20.0,95.0
137,90.0,90.0,20.0,95.0
138,90.0,90.0,20.0,95.0
139,90.0,90.0,20.0,95.0
140,90.0,89.0,20.0,95.0
141,90.0,89.0,20.0,95.0
142,90.0,89.0,20.0,95.0
143,90.0,89.0,20.0,95.0
144,90.0,89.0,20.0,95.0
145,90.0,89.0,20.0,95.0
146,90.0,90.0,20.0,95.0
147,90.0,90.0,20.0,95.0
148,90.0,90.0,20.0,95.0
149,90.0,90.0,20.0,95.0
150,90.0,90.0,20.0,95.0
151,90.0,90.0,20.0,95.0
152,90.0,90.0,20.0,95.0
153,90.0,90.0,20.0,95.0
154,90.0,90.0,20.0,95.0
155,90.0,90.0,20.0,95.0
156,90.0,90.0,20.0,95.0
157,90.0,90.0,20.0,95.0
158,90.0,90.0,20.0,95.0
159,90.0,90.0,20.0,95.0
160,90.0,90.0,20.0,95.0
161,90.0,90.0,20.0,95.0
162,90.0,90.0,20.0,95.0
163,91.0,90.0,20.0,95.0
164,91.0,90.0,20.0,95.0
165,91.0,90.0,20.0,95.0
166,90.0,90.0,20.0,95.0
167,90.0,90.0,20.0,95.0
168,90.0,90.0,20.0,95.0
169,90.0,90.0,20.0,95.0
170,90.0,90.0,20.0,95.0
171,90.0,90.0,20.0,95.0
172,90.0,90.0,20.0,95.0
173,90.0,90.0,20.0,95.0
174,90.0,90.0,20.0,95.0
175,90.0,90.0,20.0,95.0
176,90.0,90.0,20.0,95.0
177,90.0,90.0,20.0,95.0
178,90.0,90.0,20.0,95.0
179,90.0,90.0,20.0,95.0
180,90.0,90.0,20.0,95.0
181,90.0,90.0,20.0,95.0
182,90.0,90.0,20.0,95.0
183,90.0,90.0,20.0,95.0
184,90.0,90.0,20.0,95.0
185,90.0,90.0,20.0,95.0
186,90.0,90.0,20.0,95.0
187,90.0,90.0,20.0,95.0
188,90.0,90.0,20.0,95.0
189,90.0,90.0,20.0,95.0
190,90.0,90.0,20.0,95.0
191,90.0,90.0,20.0,95.0
192,90.0,90.0,20.0,95.0
193,90.0,90.0,20.0,95.0
194,90.0,90.0,20.0,95.0
195,90.0,90.0,20.0,95.0
196,90.0,90.0,20.0,95.0
197,90.0,90.0,20.0,95.0
198,90.0,90.0,20.0,95.0
199,90.0,90.0,20.0,95.0
200,90.0,90.0,20.0,95.0
201,90.0,90.0,20.0,95.0
202,90.0,90.0,20.0,95.0
203,90.0,90.0,20.0,95.0
204,90.0,89.0,20.0,95.0
205,90.0,89.0,20.0,95.0
206,90.0,89.0,20.0,95.0
207,90.0,89.0,20.0,95.0
208,90.0,89.0,20.0,95.0
209,90.0,89.0,20.0,95.0
210,90.0,89.0,20.0,95.0
211,90.0,89.0,20.0,95.0
212,90.0,89.0,20.0,95.0
